stage,split,recipe_band,depth,aspect_ratio,head_dim,model_dim,seed,num_iterations,target_tokens,total_batch_size,device_batch_size,max_seq_len,warmup_steps,fp8,window_pattern,model_tag,n_index,d_index,planned_family,planned_model_depth,planned_data_tokens,planned_total_batch_size,planned_note,sizing_family,target_n_scaling,preflight_n_scaling,target_n_scaling_rel_error,n_geometric_rel_error,source_prefix_order,source_prefix_family,source_prefix_q_hint,target_budget_b,train_row_group_start,base_num_iterations,D_actual,train_length_multiplier,support_policy,support_point_id,support_keys,delta_support_process_family,delta_support_process_repeats,target_line_referee_usage,roihu_partition_note
roihu_fsl_afd_highd_3x3_prospective_s117_122_20260713_n1_d3_dep4_md192_it486_x1p00_s119_rg0,source_delta_support_process_control,canonical,4,72,64,192,119,486,254803968,524288,16,2048,40,1,L,roihu-fsl-afd-highd-3x3-prospective-s117-122-20260713-n1-d3-dep4-md192-it486-x1p00-s119-rg0,1,3,roihu_delta_support_process_control,4,254803968,524288,Prospective target-sealed validation of the frozen high-D 3x3 source-screened Delta policy. Each paired-seed trial pays all nine cells and selects a 5p anchor independently. The fixed D4/N2 anchor is a prespecified ablation. Target BPB remains sealed.,controlled_model_dim_source_prefix_smalln_5x5,8061000.0,8061000.0,0.0,0.162821576719,14,5p_to_3x3_to_4x4_to_5x5_nested,16,1.305337,0,486,254803968,1.0,frozen_highd_3x3,1:3,0:2;0:3;0:4;1:2;1:3;1:4;2:2;2:3;2:4,afd_highd_3x3_prospective_selector_validation,"train_seed,train_row_group_start,train_length_multiplier",held_out_evaluation_only,Submit GPU jobs to gpumedium; do not use pilot/gpupilot.
roihu_fsl_afd_highd_3x3_prospective_s117_122_20260713_n1_d3_dep4_md192_it486_x1p00_s120_rg0,source_delta_support_process_control,canonical,4,72,64,192,120,486,254803968,524288,16,2048,40,1,L,roihu-fsl-afd-highd-3x3-prospective-s117-122-20260713-n1-d3-dep4-md192-it486-x1p00-s120-rg0,1,3,roihu_delta_support_process_control,4,254803968,524288,Prospective target-sealed validation of the frozen high-D 3x3 source-screened Delta policy. Each paired-seed trial pays all nine cells and selects a 5p anchor independently. The fixed D4/N2 anchor is a prespecified ablation. Target BPB remains sealed.,controlled_model_dim_source_prefix_smalln_5x5,8061000.0,8061000.0,0.0,0.162821576719,14,5p_to_3x3_to_4x4_to_5x5_nested,16,1.305337,0,486,254803968,1.0,frozen_highd_3x3,1:3,0:2;0:3;0:4;1:2;1:3;1:4;2:2;2:3;2:4,afd_highd_3x3_prospective_selector_validation,"train_seed,train_row_group_start,train_length_multiplier",held_out_evaluation_only,Submit GPU jobs to gpumedium; do not use pilot/gpupilot.
roihu_fsl_afd_highd_3x3_prospective_s117_122_20260713_n1_d3_dep4_md192_it486_x1p00_s121_rg0,source_delta_support_process_control,canonical,4,72,64,192,121,486,254803968,524288,16,2048,40,1,L,roihu-fsl-afd-highd-3x3-prospective-s117-122-20260713-n1-d3-dep4-md192-it486-x1p00-s121-rg0,1,3,roihu_delta_support_process_control,4,254803968,524288,Prospective target-sealed validation of the frozen high-D 3x3 source-screened Delta policy. Each paired-seed trial pays all nine cells and selects a 5p anchor independently. The fixed D4/N2 anchor is a prespecified ablation. Target BPB remains sealed.,controlled_model_dim_source_prefix_smalln_5x5,8061000.0,8061000.0,0.0,0.162821576719,14,5p_to_3x3_to_4x4_to_5x5_nested,16,1.305337,0,486,254803968,1.0,frozen_highd_3x3,1:3,0:2;0:3;0:4;1:2;1:3;1:4;2:2;2:3;2:4,afd_highd_3x3_prospective_selector_validation,"train_seed,train_row_group_start,train_length_multiplier",held_out_evaluation_only,Submit GPU jobs to gpumedium; do not use pilot/gpupilot.
roihu_fsl_afd_highd_3x3_prospective_s117_122_20260713_n1_d3_dep4_md192_it486_x1p00_s122_rg0,source_delta_support_process_control,canonical,4,72,64,192,122,486,254803968,524288,16,2048,40,1,L,roihu-fsl-afd-highd-3x3-prospective-s117-122-20260713-n1-d3-dep4-md192-it486-x1p00-s122-rg0,1,3,roihu_delta_support_process_control,4,254803968,524288,Prospective target-sealed validation of the frozen high-D 3x3 source-screened Delta policy. Each paired-seed trial pays all nine cells and selects a 5p anchor independently. The fixed D4/N2 anchor is a prespecified ablation. Target BPB remains sealed.,controlled_model_dim_source_prefix_smalln_5x5,8061000.0,8061000.0,0.0,0.162821576719,14,5p_to_3x3_to_4x4_to_5x5_nested,16,1.305337,0,486,254803968,1.0,frozen_highd_3x3,1:3,0:2;0:3;0:4;1:2;1:3;1:4;2:2;2:3;2:4,afd_highd_3x3_prospective_selector_validation,"train_seed,train_row_group_start,train_length_multiplier",held_out_evaluation_only,Submit GPU jobs to gpumedium; do not use pilot/gpupilot.
roihu_fsl_afd_highd_3x3_prospective_s117_122_20260713_n1_d4_dep4_md192_it729_x1p00_s117_rg0,source_delta_support_process_control,canonical,4,72,64,192,117,729,382205952,524288,16,2048,40,1,L,roihu-fsl-afd-highd-3x3-prospective-s117-122-20260713-n1-d4-dep4-md192-it729-x1p00-s117-rg0,1,4,roihu_delta_support_process_control,4,382205952,524288,Prospective target-sealed validation of the frozen high-D 3x3 source-screened Delta policy. Each paired-seed trial pays all nine cells and selects a 5p anchor independently. The fixed D4/N2 anchor is a prespecified ablation. Target BPB remains sealed.,controlled_model_dim_source_prefix_smalln_5x5,8061000.0,8061000.0,0.0,0.162821576719,22,5p_to_3x3_to_4x4_to_5x5_nested,25,1.305337,0,729,382205952,1.0,frozen_highd_3x3,1:4,0:2;0:3;0:4;1:2;1:3;1:4;2:2;2:3;2:4,afd_highd_3x3_prospective_selector_validation,"train_seed,train_row_group_start,train_length_multiplier",held_out_evaluation_only,Submit GPU jobs to gpumedium; do not use pilot/gpupilot.
roihu_fsl_afd_highd_3x3_prospective_s117_122_20260713_n1_d4_dep4_md192_it729_x1p00_s118_rg0,source_delta_support_process_control,canonical,4,72,64,192,118,729,382205952,524288,16,2048,40,1,L,roihu-fsl-afd-highd-3x3-prospective-s117-122-20260713-n1-d4-dep4-md192-it729-x1p00-s118-rg0,1,4,roihu_delta_support_process_control,4,382205952,524288,Prospective target-sealed validation of the frozen high-D 3x3 source-screened Delta policy. Each paired-seed trial pays all nine cells and selects a 5p anchor independently. The fixed D4/N2 anchor is a prespecified ablation. Target BPB remains sealed.,controlled_model_dim_source_prefix_smalln_5x5,8061000.0,8061000.0,0.0,0.162821576719,22,5p_to_3x3_to_4x4_to_5x5_nested,25,1.305337,0,729,382205952,1.0,frozen_highd_3x3,1:4,0:2;0:3;0:4;1:2;1:3;1:4;2:2;2:3;2:4,afd_highd_3x3_prospective_selector_validation,"train_seed,train_row_group_start,train_length_multiplier",held_out_evaluation_only,Submit GPU jobs to gpumedium; do not use pilot/gpupilot.
roihu_fsl_afd_highd_3x3_prospective_s117_122_20260713_n1_d4_dep4_md192_it729_x1p00_s119_rg0,source_delta_support_process_control,canonical,4,72,64,192,119,729,382205952,524288,16,2048,40,1,L,roihu-fsl-afd-highd-3x3-prospective-s117-122-20260713-n1-d4-dep4-md192-it729-x1p00-s119-rg0,1,4,roihu_delta_support_process_control,4,382205952,524288,Prospective target-sealed validation of the frozen high-D 3x3 source-screened Delta policy. Each paired-seed trial pays all nine cells and selects a 5p anchor independently. The fixed D4/N2 anchor is a prespecified ablation. Target BPB remains sealed.,controlled_model_dim_source_prefix_smalln_5x5,8061000.0,8061000.0,0.0,0.162821576719,22,5p_to_3x3_to_4x4_to_5x5_nested,25,1.305337,0,729,382205952,1.0,frozen_highd_3x3,1:4,0:2;0:3;0:4;1:2;1:3;1:4;2:2;2:3;2:4,afd_highd_3x3_prospective_selector_validation,"train_seed,train_row_group_start,train_length_multiplier",held_out_evaluation_only,Submit GPU jobs to gpumedium; do not use pilot/gpupilot.
roihu_fsl_afd_highd_3x3_prospective_s117_122_20260713_n1_d4_dep4_md192_it729_x1p00_s120_rg0,source_delta_support_process_control,canonical,4,72,64,192,120,729,382205952,524288,16,2048,40,1,L,roihu-fsl-afd-highd-3x3-prospective-s117-122-20260713-n1-d4-dep4-md192-it729-x1p00-s120-rg0,1,4,roihu_delta_support_process_control,4,382205952,524288,Prospective target-sealed validation of the frozen high-D 3x3 source-screened Delta policy. Each paired-seed trial pays all nine cells and selects a 5p anchor independently. The fixed D4/N2 anchor is a prespecified ablation. Target BPB remains sealed.,controlled_model_dim_source_prefix_smalln_5x5,8061000.0,8061000.0,0.0,0.162821576719,22,5p_to_3x3_to_4x4_to_5x5_nested,25,1.305337,0,729,382205952,1.0,frozen_highd_3x3,1:4,0:2;0:3;0:4;1:2;1:3;1:4;2:2;2:3;2:4,afd_highd_3x3_prospective_selector_validation,"train_seed,train_row_group_start,train_length_multiplier",held_out_evaluation_only,Submit GPU jobs to gpumedium; do not use pilot/gpupilot.
roihu_fsl_afd_highd_3x3_prospective_s117_122_20260713_n1_d4_dep4_md192_it729_x1p00_s121_rg0,source_delta_support_process_control,canonical,4,72,64,192,121,729,382205952,524288,16,2048,40,1,L,roihu-fsl-afd-highd-3x3-prospective-s117-122-20260713-n1-d4-dep4-md192-it729-x1p00-s121-rg0,1,4,roihu_delta_support_process_control,4,382205952,524288,Prospective target-sealed validation of the frozen high-D 3x3 source-screened Delta policy. Each paired-seed trial pays all nine cells and selects a 5p anchor independently. The fixed D4/N2 anchor is a prespecified ablation. Target BPB remains sealed.,controlled_model_dim_source_prefix_smalln_5x5,8061000.0,8061000.0,0.0,0.162821576719,22,5p_to_3x3_to_4x4_to_5x5_nested,25,1.305337,0,729,382205952,1.0,frozen_highd_3x3,1:4,0:2;0:3;0:4;1:2;1:3;1:4;2:2;2:3;2:4,afd_highd_3x3_prospective_selector_validation,"train_seed,train_row_group_start,train_length_multiplier",held_out_evaluation_only,Submit GPU jobs to gpumedium; do not use pilot/gpupilot.
roihu_fsl_afd_highd_3x3_prospective_s117_122_20260713_n1_d4_dep4_md192_it729_x1p00_s122_rg0,source_delta_support_process_control,canonical,4,72,64,192,122,729,382205952,524288,16,2048,40,1,L,roihu-fsl-afd-highd-3x3-prospective-s117-122-20260713-n1-d4-dep4-md192-it729-x1p00-s122-rg0,1,4,roihu_delta_support_process_control,4,382205952,524288,Prospective target-sealed validation of the frozen high-D 3x3 source-screened Delta policy. Each paired-seed trial pays all nine cells and selects a 5p anchor independently. The fixed D4/N2 anchor is a prespecified ablation. Target BPB remains sealed.,controlled_model_dim_source_prefix_smalln_5x5,8061000.0,8061000.0,0.0,0.162821576719,22,5p_to_3x3_to_4x4_to_5x5_nested,25,1.305337,0,729,382205952,1.0,frozen_highd_3x3,1:4,0:2;0:3;0:4;1:2;1:3;1:4;2:2;2:3;2:4,afd_highd_3x3_prospective_selector_validation,"train_seed,train_row_group_start,train_length_multiplier",held_out_evaluation_only,Submit GPU jobs to gpumedium; do not use pilot/gpupilot.
roihu_fsl_afd_highd_3x3_prospective_s117_122_20260713_n2_d2_dep4_md320_it324_x1p00_s117_rg0,source_delta_support_process_control,canonical,4,72,64,320,117,324,169869312,524288,16,2048,40,1,L,roihu-fsl-afd-highd-3x3-prospective-s117-122-20260713-n2-d2-dep4-md320-it324-x1p00-s117-rg0,2,2,roihu_delta_support_process_control,4,169869312,524288,Prospective target-sealed validation of the frozen high-D 3x3 source-screened Delta policy. Each paired-seed trial pays all nine cells and selects a 5p anchor independently. The fixed D4/N2 anchor is a prespecified ablation. Target BPB remains sealed.,controlled_model_dim_source_prefix_smalln_5x5,15401080.0,15401080.0,0.0,0.162821576719,9,5p_to_3x3_to_4x4_to_5x5_nested,9,1.305337,0,324,169869312,1.0,frozen_highd_3x3,2:2,0:2;0:3;0:4;1:2;1:3;1:4;2:2;2:3;2:4,afd_highd_3x3_prospective_selector_validation,"train_seed,train_row_group_start,train_length_multiplier",held_out_evaluation_only,Submit GPU jobs to gpumedium; do not use pilot/gpupilot.
roihu_fsl_afd_highd_3x3_prospective_s117_122_20260713_n2_d2_dep4_md320_it324_x1p00_s118_rg0,source_delta_support_process_control,canonical,4,72,64,320,118,324,169869312,524288,16,2048,40,1,L,roihu-fsl-afd-highd-3x3-prospective-s117-122-20260713-n2-d2-dep4-md320-it324-x1p00-s118-rg0,2,2,roihu_delta_support_process_control,4,169869312,524288,Prospective target-sealed validation of the frozen high-D 3x3 source-screened Delta policy. Each paired-seed trial pays all nine cells and selects a 5p anchor independently. The fixed D4/N2 anchor is a prespecified ablation. Target BPB remains sealed.,controlled_model_dim_source_prefix_smalln_5x5,15401080.0,15401080.0,0.0,0.162821576719,9,5p_to_3x3_to_4x4_to_5x5_nested,9,1.305337,0,324,169869312,1.0,frozen_highd_3x3,2:2,0:2;0:3;0:4;1:2;1:3;1:4;2:2;2:3;2:4,afd_highd_3x3_prospective_selector_validation,"train_seed,train_row_group_start,train_length_multiplier",held_out_evaluation_only,Submit GPU jobs to gpumedium; do not use pilot/gpupilot.
roihu_fsl_afd_highd_3x3_prospective_s117_122_20260713_n2_d2_dep4_md320_it324_x1p00_s119_rg0,source_delta_support_process_control,canonical,4,72,64,320,119,324,169869312,524288,16,2048,40,1,L,roihu-fsl-afd-highd-3x3-prospective-s117-122-20260713-n2-d2-dep4-md320-it324-x1p00-s119-rg0,2,2,roihu_delta_support_process_control,4,169869312,524288,Prospective target-sealed validation of the frozen high-D 3x3 source-screened Delta policy. Each paired-seed trial pays all nine cells and selects a 5p anchor independently. The fixed D4/N2 anchor is a prespecified ablation. Target BPB remains sealed.,controlled_model_dim_source_prefix_smalln_5x5,15401080.0,15401080.0,0.0,0.162821576719,9,5p_to_3x3_to_4x4_to_5x5_nested,9,1.305337,0,324,169869312,1.0,frozen_highd_3x3,2:2,0:2;0:3;0:4;1:2;1:3;1:4;2:2;2:3;2:4,afd_highd_3x3_prospective_selector_validation,"train_seed,train_row_group_start,train_length_multiplier",held_out_evaluation_only,Submit GPU jobs to gpumedium; do not use pilot/gpupilot.
roihu_fsl_afd_highd_3x3_prospective_s117_122_20260713_n2_d2_dep4_md320_it324_x1p00_s120_rg0,source_delta_support_process_control,canonical,4,72,64,320,120,324,169869312,524288,16,2048,40,1,L,roihu-fsl-afd-highd-3x3-prospective-s117-122-20260713-n2-d2-dep4-md320-it324-x1p00-s120-rg0,2,2,roihu_delta_support_process_control,4,169869312,524288,Prospective target-sealed validation of the frozen high-D 3x3 source-screened Delta policy. Each paired-seed trial pays all nine cells and selects a 5p anchor independently. The fixed D4/N2 anchor is a prespecified ablation. Target BPB remains sealed.,controlled_model_dim_source_prefix_smalln_5x5,15401080.0,15401080.0,0.0,0.162821576719,9,5p_to_3x3_to_4x4_to_5x5_nested,9,1.305337,0,324,169869312,1.0,frozen_highd_3x3,2:2,0:2;0:3;0:4;1:2;1:3;1:4;2:2;2:3;2:4,afd_highd_3x3_prospective_selector_validation,"train_seed,train_row_group_start,train_length_multiplier",held_out_evaluation_only,Submit GPU jobs to gpumedium; do not use pilot/gpupilot.
roihu_fsl_afd_highd_3x3_prospective_s117_122_20260713_n2_d2_dep4_md320_it324_x1p00_s121_rg0,source_delta_support_process_control,canonical,4,72,64,320,121,324,169869312,524288,16,2048,40,1,L,roihu-fsl-afd-highd-3x3-prospective-s117-122-20260713-n2-d2-dep4-md320-it324-x1p00-s121-rg0,2,2,roihu_delta_support_process_control,4,169869312,524288,Prospective target-sealed validation of the frozen high-D 3x3 source-screened Delta policy. Each paired-seed trial pays all nine cells and selects a 5p anchor independently. The fixed D4/N2 anchor is a prespecified ablation. Target BPB remains sealed.,controlled_model_dim_source_prefix_smalln_5x5,15401080.0,15401080.0,0.0,0.162821576719,9,5p_to_3x3_to_4x4_to_5x5_nested,9,1.305337,0,324,169869312,1.0,frozen_highd_3x3,2:2,0:2;0:3;0:4;1:2;1:3;1:4;2:2;2:3;2:4,afd_highd_3x3_prospective_selector_validation,"train_seed,train_row_group_start,train_length_multiplier",held_out_evaluation_only,Submit GPU jobs to gpumedium; do not use pilot/gpupilot.
roihu_fsl_afd_highd_3x3_prospective_s117_122_20260713_n2_d2_dep4_md320_it324_x1p00_s122_rg0,source_delta_support_process_control,canonical,4,72,64,320,122,324,169869312,524288,16,2048,40,1,L,roihu-fsl-afd-highd-3x3-prospective-s117-122-20260713-n2-d2-dep4-md320-it324-x1p00-s122-rg0,2,2,roihu_delta_support_process_control,4,169869312,524288,Prospective target-sealed validation of the frozen high-D 3x3 source-screened Delta policy. Each paired-seed trial pays all nine cells and selects a 5p anchor independently. The fixed D4/N2 anchor is a prespecified ablation. Target BPB remains sealed.,controlled_model_dim_source_prefix_smalln_5x5,15401080.0,15401080.0,0.0,0.162821576719,9,5p_to_3x3_to_4x4_to_5x5_nested,9,1.305337,0,324,169869312,1.0,frozen_highd_3x3,2:2,0:2;0:3;0:4;1:2;1:3;1:4;2:2;2:3;2:4,afd_highd_3x3_prospective_selector_validation,"train_seed,train_row_group_start,train_length_multiplier",held_out_evaluation_only,Submit GPU jobs to gpumedium; do not use pilot/gpupilot.
roihu_fsl_afd_highd_3x3_prospective_s117_122_20260713_n2_d3_dep4_md320_it486_x1p00_s117_rg0,source_delta_support_process_control,canonical,4,72,64,320,117,486,254803968,524288,16,2048,40,1,L,roihu-fsl-afd-highd-3x3-prospective-s117-122-20260713-n2-d3-dep4-md320-it486-x1p00-s117-rg0,2,3,roihu_delta_support_process_control,4,254803968,524288,Prospective target-sealed validation of the frozen high-D 3x3 source-screened Delta policy. Each paired-seed trial pays all nine cells and selects a 5p anchor independently. The fixed D4/N2 anchor is a prespecified ablation. Target BPB remains sealed.,controlled_model_dim_source_prefix_smalln_5x5,15401080.0,15401080.0,0.0,0.162821576719,15,5p_to_3x3_to_4x4_to_5x5_nested,16,1.305337,0,486,254803968,1.0,frozen_highd_3x3,2:3,0:2;0:3;0:4;1:2;1:3;1:4;2:2;2:3;2:4,afd_highd_3x3_prospective_selector_validation,"train_seed,train_row_group_start,train_length_multiplier",held_out_evaluation_only,Submit GPU jobs to gpumedium; do not use pilot/gpupilot.
roihu_fsl_afd_highd_3x3_prospective_s117_122_20260713_n2_d3_dep4_md320_it486_x1p00_s118_rg0,source_delta_support_process_control,canonical,4,72,64,320,118,486,254803968,524288,16,2048,40,1,L,roihu-fsl-afd-highd-3x3-prospective-s117-122-20260713-n2-d3-dep4-md320-it486-x1p00-s118-rg0,2,3,roihu_delta_support_process_control,4,254803968,524288,Prospective target-sealed validation of the frozen high-D 3x3 source-screened Delta policy. Each paired-seed trial pays all nine cells and selects a 5p anchor independently. The fixed D4/N2 anchor is a prespecified ablation. Target BPB remains sealed.,controlled_model_dim_source_prefix_smalln_5x5,15401080.0,15401080.0,0.0,0.162821576719,15,5p_to_3x3_to_4x4_to_5x5_nested,16,1.305337,0,486,254803968,1.0,frozen_highd_3x3,2:3,0:2;0:3;0:4;1:2;1:3;1:4;2:2;2:3;2:4,afd_highd_3x3_prospective_selector_validation,"train_seed,train_row_group_start,train_length_multiplier",held_out_evaluation_only,Submit GPU jobs to gpumedium; do not use pilot/gpupilot.
roihu_fsl_afd_highd_3x3_prospective_s117_122_20260713_n2_d3_dep4_md320_it486_x1p00_s119_rg0,source_delta_support_process_control,canonical,4,72,64,320,119,486,254803968,524288,16,2048,40,1,L,roihu-fsl-afd-highd-3x3-prospective-s117-122-20260713-n2-d3-dep4-md320-it486-x1p00-s119-rg0,2,3,roihu_delta_support_process_control,4,254803968,524288,Prospective target-sealed validation of the frozen high-D 3x3 source-screened Delta policy. Each paired-seed trial pays all nine cells and selects a 5p anchor independently. The fixed D4/N2 anchor is a prespecified ablation. Target BPB remains sealed.,controlled_model_dim_source_prefix_smalln_5x5,15401080.0,15401080.0,0.0,0.162821576719,15,5p_to_3x3_to_4x4_to_5x5_nested,16,1.305337,0,486,254803968,1.0,frozen_highd_3x3,2:3,0:2;0:3;0:4;1:2;1:3;1:4;2:2;2:3;2:4,afd_highd_3x3_prospective_selector_validation,"train_seed,train_row_group_start,train_length_multiplier",held_out_evaluation_only,Submit GPU jobs to gpumedium; do not use pilot/gpupilot.
roihu_fsl_afd_highd_3x3_prospective_s117_122_20260713_n2_d3_dep4_md320_it486_x1p00_s120_rg0,source_delta_support_process_control,canonical,4,72,64,320,120,486,254803968,524288,16,2048,40,1,L,roihu-fsl-afd-highd-3x3-prospective-s117-122-20260713-n2-d3-dep4-md320-it486-x1p00-s120-rg0,2,3,roihu_delta_support_process_control,4,254803968,524288,Prospective target-sealed validation of the frozen high-D 3x3 source-screened Delta policy. Each paired-seed trial pays all nine cells and selects a 5p anchor independently. The fixed D4/N2 anchor is a prespecified ablation. Target BPB remains sealed.,controlled_model_dim_source_prefix_smalln_5x5,15401080.0,15401080.0,0.0,0.162821576719,15,5p_to_3x3_to_4x4_to_5x5_nested,16,1.305337,0,486,254803968,1.0,frozen_highd_3x3,2:3,0:2;0:3;0:4;1:2;1:3;1:4;2:2;2:3;2:4,afd_highd_3x3_prospective_selector_validation,"train_seed,train_row_group_start,train_length_multiplier",held_out_evaluation_only,Submit GPU jobs to gpumedium; do not use pilot/gpupilot.
roihu_fsl_afd_highd_3x3_prospective_s117_122_20260713_n2_d3_dep4_md320_it486_x1p00_s121_rg0,source_delta_support_process_control,canonical,4,72,64,320,121,486,254803968,524288,16,2048,40,1,L,roihu-fsl-afd-highd-3x3-prospective-s117-122-20260713-n2-d3-dep4-md320-it486-x1p00-s121-rg0,2,3,roihu_delta_support_process_control,4,254803968,524288,Prospective target-sealed validation of the frozen high-D 3x3 source-screened Delta policy. Each paired-seed trial pays all nine cells and selects a 5p anchor independently. The fixed D4/N2 anchor is a prespecified ablation. Target BPB remains sealed.,controlled_model_dim_source_prefix_smalln_5x5,15401080.0,15401080.0,0.0,0.162821576719,15,5p_to_3x3_to_4x4_to_5x5_nested,16,1.305337,0,486,254803968,1.0,frozen_highd_3x3,2:3,0:2;0:3;0:4;1:2;1:3;1:4;2:2;2:3;2:4,afd_highd_3x3_prospective_selector_validation,"train_seed,train_row_group_start,train_length_multiplier",held_out_evaluation_only,Submit GPU jobs to gpumedium; do not use pilot/gpupilot.
roihu_fsl_afd_highd_3x3_prospective_s117_122_20260713_n2_d3_dep4_md320_it486_x1p00_s122_rg0,source_delta_support_process_control,canonical,4,72,64,320,122,486,254803968,524288,16,2048,40,1,L,roihu-fsl-afd-highd-3x3-prospective-s117-122-20260713-n2-d3-dep4-md320-it486-x1p00-s122-rg0,2,3,roihu_delta_support_process_control,4,254803968,524288,Prospective target-sealed validation of the frozen high-D 3x3 source-screened Delta policy. Each paired-seed trial pays all nine cells and selects a 5p anchor independently. The fixed D4/N2 anchor is a prespecified ablation. Target BPB remains sealed.,controlled_model_dim_source_prefix_smalln_5x5,15401080.0,15401080.0,0.0,0.162821576719,15,5p_to_3x3_to_4x4_to_5x5_nested,16,1.305337,0,486,254803968,1.0,frozen_highd_3x3,2:3,0:2;0:3;0:4;1:2;1:3;1:4;2:2;2:3;2:4,afd_highd_3x3_prospective_selector_validation,"train_seed,train_row_group_start,train_length_multiplier",held_out_evaluation_only,Submit GPU jobs to gpumedium; do not use pilot/gpupilot.
roihu_fsl_afd_highd_3x3_prospective_s117_122_20260713_n2_d4_dep4_md320_it729_x1p00_s117_rg0,source_delta_support_process_control,canonical,4,72,64,320,117,729,382205952,524288,16,2048,40,1,L,roihu-fsl-afd-highd-3x3-prospective-s117-122-20260713-n2-d4-dep4-md320-it729-x1p00-s117-rg0,2,4,roihu_delta_support_process_control,4,382205952,524288,Prospective target-sealed validation of the frozen high-D 3x3 source-screened Delta policy. Each paired-seed trial pays all nine cells and selects a 5p anchor independently. The fixed D4/N2 anchor is a prespecified ablation. Target BPB remains sealed.,controlled_model_dim_source_prefix_smalln_5x5,15401080.0,15401080.0,0.0,0.162821576719,23,5p_to_3x3_to_4x4_to_5x5_nested,25,1.305337,0,729,382205952,1.0,frozen_highd_3x3,2:4,0:2;0:3;0:4;1:2;1:3;1:4;2:2;2:3;2:4,afd_highd_3x3_prospective_selector_validation,"train_seed,train_row_group_start,train_length_multiplier",held_out_evaluation_only,Submit GPU jobs to gpumedium; do not use pilot/gpupilot.
roihu_fsl_afd_highd_3x3_prospective_s117_122_20260713_n2_d4_dep4_md320_it729_x1p00_s118_rg0,source_delta_support_process_control,canonical,4,72,64,320,118,729,382205952,524288,16,2048,40,1,L,roihu-fsl-afd-highd-3x3-prospective-s117-122-20260713-n2-d4-dep4-md320-it729-x1p00-s118-rg0,2,4,roihu_delta_support_process_control,4,382205952,524288,Prospective target-sealed validation of the frozen high-D 3x3 source-screened Delta policy. Each paired-seed trial pays all nine cells and selects a 5p anchor independently. The fixed D4/N2 anchor is a prespecified ablation. Target BPB remains sealed.,controlled_model_dim_source_prefix_smalln_5x5,15401080.0,15401080.0,0.0,0.162821576719,23,5p_to_3x3_to_4x4_to_5x5_nested,25,1.305337,0,729,382205952,1.0,frozen_highd_3x3,2:4,0:2;0:3;0:4;1:2;1:3;1:4;2:2;2:3;2:4,afd_highd_3x3_prospective_selector_validation,"train_seed,train_row_group_start,train_length_multiplier",held_out_evaluation_only,Submit GPU jobs to gpumedium; do not use pilot/gpupilot.
roihu_fsl_afd_highd_3x3_prospective_s117_122_20260713_n2_d4_dep4_md320_it729_x1p00_s119_rg0,source_delta_support_process_control,canonical,4,72,64,320,119,729,382205952,524288,16,2048,40,1,L,roihu-fsl-afd-highd-3x3-prospective-s117-122-20260713-n2-d4-dep4-md320-it729-x1p00-s119-rg0,2,4,roihu_delta_support_process_control,4,382205952,524288,Prospective target-sealed validation of the frozen high-D 3x3 source-screened Delta policy. Each paired-seed trial pays all nine cells and selects a 5p anchor independently. The fixed D4/N2 anchor is a prespecified ablation. Target BPB remains sealed.,controlled_model_dim_source_prefix_smalln_5x5,15401080.0,15401080.0,0.0,0.162821576719,23,5p_to_3x3_to_4x4_to_5x5_nested,25,1.305337,0,729,382205952,1.0,frozen_highd_3x3,2:4,0:2;0:3;0:4;1:2;1:3;1:4;2:2;2:3;2:4,afd_highd_3x3_prospective_selector_validation,"train_seed,train_row_group_start,train_length_multiplier",held_out_evaluation_only,Submit GPU jobs to gpumedium; do not use pilot/gpupilot.
roihu_fsl_afd_highd_3x3_prospective_s117_122_20260713_n2_d4_dep4_md320_it729_x1p00_s120_rg0,source_delta_support_process_control,canonical,4,72,64,320,120,729,382205952,524288,16,2048,40,1,L,roihu-fsl-afd-highd-3x3-prospective-s117-122-20260713-n2-d4-dep4-md320-it729-x1p00-s120-rg0,2,4,roihu_delta_support_process_control,4,382205952,524288,Prospective target-sealed validation of the frozen high-D 3x3 source-screened Delta policy. Each paired-seed trial pays all nine cells and selects a 5p anchor independently. The fixed D4/N2 anchor is a prespecified ablation. Target BPB remains sealed.,controlled_model_dim_source_prefix_smalln_5x5,15401080.0,15401080.0,0.0,0.162821576719,23,5p_to_3x3_to_4x4_to_5x5_nested,25,1.305337,0,729,382205952,1.0,frozen_highd_3x3,2:4,0:2;0:3;0:4;1:2;1:3;1:4;2:2;2:3;2:4,afd_highd_3x3_prospective_selector_validation,"train_seed,train_row_group_start,train_length_multiplier",held_out_evaluation_only,Submit GPU jobs to gpumedium; do not use pilot/gpupilot.
